food,caloric_value,fat,saturated_fats,monounsaturated_fats,polyunsaturated_fats,carbohydrates,sugars,protein,dietary_fiber,cholesterol,sodium,nutrition_density
white icicle radish,14,0.1,0.076,0.083,0.091,2.6,0.0,1.1,1.4,0.0,0.049,62.0
orange tomato,18,0.2,0.097,0.062,0.046,3.5,0.0,1.3,1.0,0.0,0.001,6.093
pumpkin leaves raw,7,0.2,0.053,0.063,0.039,0.9,0.0,1.2,0.0,0.0,0.057,22.7
spaghetti squash cooked,42,0.4,0.091,0.0,0.2,10.0,3.9,1.0,2.2,0.0,0.4,52.1
white corn cooked,100,1.5,0.2,0.4,0.6,22.4,8.0,3.4,2.8,0.0,0.082,30.302
artichoke cooked,64,0.4,0.059,0.077,0.2,14.3,1.2,3.5,10.3,0.0,0.087,28.845
avocado,432,39.6,5.7,26.5,4.9,23.0,1.8,5.4,18.1,0.0,0.045,87.302
string beans wellsley farms,8,0.0,0.0,0.0,0.0,1.7,0.3,0.3,0.087,1.0,0.0,2.09
lambs quarters cooked,58,1.3,0.085,0.2,0.6,9.0,1.1,5.8,3.8,0.0,0.5,552.2
peas cooked,134,0.4,0.065,0.05,0.2,25.0,9.5,8.6,8.8,0.0,0.074,43.499
beets cooked,22,0.085,0.026,0.024,0.07,5.0,4.0,0.8,1.0,0.0,0.035,7.012
shallots dried,3,0.013,0.063,0.043,0.061,0.7,0.3,0.1,0.1,0.0,0.059,1.07
green lettuce,23,0.2,0.027,0.075,0.1,4.3,1.2,2.0,2.0,0.0,0.05,8.829
kohlrabi cooked,48,0.2,0.041,0.004,0.094,11.0,4.6,3.0,1.8,0.0,0.035,16.506
kanpyo dried,139,0.3,0.041,0.012,0.1,35.1,0.0,4.6,5.3,0.0,0.056,45.8
prairie turnips boiled,18,0.086,0.0,0.0,0.0,4.2,0.7,0.2,1.0,0.0,0.012,20.299
broccoli raab cooked,21,0.4,0.086,0.017,0.1,2.7,0.5,3.3,2.4,0.0,0.077,9.289
summer squash cooked,49,1.0,0.2,0.031,0.3,9.9,6.4,2.7,2.9,0.0,0.036,17.09
taro cooked,187,0.1,0.012,0.064,0.056,45.7,0.6,0.7,6.7,0.0,0.055,53.993
spring onion scallions,6,0.077,0.029,0.055,0.031,1.5,0.5,0.4,0.5,0.0,0.048,2.554
hubbard squash cooked,57,0.7,0.1,0.042,0.3,12.3,5.6,2.8,5.5,0.0,0.5,21.554
jalapeno pepper,4,0.002,0.06,0.018,0.095,0.9,0.6,0.1,0.4,0.0,0.028,1.593
new zealand spinach cooked,22,0.3,0.027,0.028,0.1,3.8,0.5,2.3,2.5,0.0,0.6,125.3
sesbania flower raw,1,0.095,0.0,0.0,0.0,0.2,0.0,0.012,0.0,0.0,0.007,3.181
spirulina dried,20,0.5,0.2,0.019,0.1,1.7,0.2,4.0,0.3,0.0,0.031,17.6
chinese cabbage pe tsai cooked,17,0.2,0.011,0.059,0.086,2.9,0.0,1.8,2.0,0.0,0.3,64.2
zucchini cooked,27,0.6,0.1,0.095,0.3,4.8,3.1,2.1,1.8,0.0,0.077,65.6
green olives pickled,4,0.4,0.064,0.3,0.047,0.1,0.051,0.073,0.057,0.0,0.1,0.801
lotus root raw,85,0.1,0.057,0.089,0.04,19.8,0.0,3.0,5.6,0.0,0.06,132.2
grape leaves,13,0.3,0.085,0.063,0.1,2.4,0.9,0.8,1.5,0.0,0.005,57.8
dill pickled cucumber,17,0.2,0.08,0.055,0.065,3.7,1.9,0.9,1.6,0.0,1.3,68.1
skunk cabbage,11,0.1,0.0,0.0,0.0,1.8,0.0,1.5,1.2,0.0,0.016,79.4
banana pepper,9,0.1,0.018,0.073,0.098,1.8,0.6,0.5,1.1,0.0,0.039,35.6
oriental radish raw,61,0.3,0.1,0.01,0.2,13.9,8.5,2.0,5.4,0.0,0.014,188.7
purslane cooked,21,0.2,0.0,0.0,0.0,4.1,0.0,1.7,0.0,0.0,0.3,108.7
rhubarb raw,11,0.1,0.043,0.018,0.045,2.3,0.6,0.5,0.9,0.0,0.058,4.017
swamp cabbage,20,0.2,0.0,0.0,0.0,3.6,0.0,2.0,1.9,0.0,0.4,77.6
mung bean sprouts raw,6,0.044,0.036,0.026,0.085,1.2,0.8,0.6,0.4,0.0,0.08,2.418
onion cooked,7,0.034,0.095,0.098,0.092,1.5,0.7,0.2,0.2,0.0,0.04,2.171
swiss chard raw,7,0.042,0.065,0.092,0.013,1.3,0.4,0.6,0.6,0.0,0.089,32.314
peas raw,117,0.6,0.1,0.086,0.3,21.0,8.2,7.9,7.4,0.0,0.017,133.3
cabbage cooked,35,0.019,0.0,0.012,0.061,8.3,4.2,1.9,2.9,0.0,0.011,13.566
taro leaves cooked,35,0.6,0.1,0.065,0.2,5.6,0.0,3.9,2.9,0.0,0.3,190.9
leeks cooked,38,0.2,0.086,0.098,0.1,9.4,2.6,1.0,1.2,0.0,0.067,55.6
split peas cooked,227,0.8,0.1,0.2,0.3,40.2,5.7,16.3,16.3,0.0,0.5,104.3
sweet corn yellow,58,0.4,0.029,0.1,0.2,14.2,2.6,4.1,1.5,0.0,0.05,20.347
asparagus raw,2,0.037,0.012,0.0,0.083,0.5,0.2,0.3,0.3,0.0,0.047,1.326
collard cooked,63,1.4,0.049,0.095,0.3,10.7,0.0,5.1,7.6,0.0,0.013,329.4
swiss chard cooked,35,0.1,0.0,0.0,0.0,7.2,1.9,3.3,3.7,0.0,0.7,151.3
nopales cooked,22,0.003,0.064,0.007,0.071,4.9,1.7,2.0,3.0,0.0,0.087,262.963
tahitian taro cooked,60,0.9,0.2,0.015,0.4,9.4,0.0,5.7,0.0,0.0,0.4,274.3
chinese cabbage pak choi raw,9,0.1,0.013,0.03,0.034,1.5,0.8,1.1,0.7,0.0,0.087,109.0
green chili pepper,18,0.097,0.067,0.088,0.034,4.3,2.3,0.9,0.7,0.0,0.023,6.188
mountain yam raw,91,0.1,0.015,0.047,0.027,22.2,0.4,1.8,3.4,0.0,0.021,67.0
parsnips cooked,114,0.5,0.081,0.2,0.018,27.2,7.7,2.1,6.4,0.0,0.021,36.576
tomato stewed,97,3.3,0.6,1.3,1.1,16.1,0.0,2.4,2.1,0.0,0.6,24.1
sweet green peppers cooked,19,0.1,0.037,0.031,0.039,4.5,2.3,0.7,0.9,0.0,0.2,67.4
white corn raw,143,2.0,0.3,0.6,0.9,31.6,5.3,5.3,4.5,0.0,0.088,43.973
rutabaga raw,286,1.2,0.2,0.2,0.7,66.5,34.4,8.3,17.8,0.0,0.061,622.2
jalapeno peppers canned,37,1.3,0.1,0.031,0.7,6.4,2.9,1.3,3.5,0.0,2.3,60.0
pumpkin canned,83,0.7,0.4,0.098,0.032,19.8,8.1,2.7,7.1,0.0,0.6,107.7
peas onions canned,61,0.5,0.064,0.009,0.2,10.3,0.0,3.9,2.8,0.0,0.5,42.5
sweet mashed potato canned,258,0.5,0.1,0.042,0.2,59.1,13.9,5.0,4.3,0.0,0.2,162.1
hominy canned,119,1.5,0.2,0.4,0.7,23.5,3.0,2.4,4.1,0.0,0.6,49.0
tomato puree canned,95,0.5,0.098,0.028,0.2,22.5,12.1,4.1,4.8,0.0,0.002,32.936
dried tomatoes canned in oil,6,0.4,0.072,0.3,0.076,0.7,0.0,0.2,0.2,0.0,0.056,6.037
mixed vegetables canned,88,0.6,0.1,0.039,0.3,17.5,0.0,3.5,9.3,0.0,0.5,31.4
straw mushrooms canned,2,0.09,0.1,0.06,0.027,0.3,0.0,0.2,0.1,0.0,0.049,0.771
capers canned,2,0.089,0.021,0.098,0.089,0.4,0.011,0.2,0.3,0.0,0.2,4.856
red peppers canned,15,0.058,0.03,0.069,0.098,3.7,2.4,0.7,0.9,0.0,0.9,60.443
carrots canned,104,0.6,0.1,0.009,0.3,24.4,11.2,2.6,8.2,0.0,0.2,36.875
tomatoes in tomato juice canned,41,0.3,0.08,0.013,0.1,9.6,5.7,1.9,2.4,0.0,0.3,113.2
asparagus canned,62,0.7,0.2,0.015,0.3,10.2,4.1,7.4,4.1,0.0,0.1,154.4
sweet red peppers canned,25,0.4,0.013,0.006,0.2,5.5,0.0,1.1,1.7,0.0,1.9,132.3
onions canned,12,0.084,0.045,0.06,0.042,2.5,1.4,0.5,0.8,0.0,0.2,34.925
turnip greens canned,27,0.4,0.1,0.047,0.2,4.0,0.6,2.0,1.9,0.0,0.082,202.7
hearts of palm,9,0.2,0.056,0.029,0.02,1.5,0.0,0.8,0.8,0.0,0.1,26.0
spinach canned,44,0.9,0.1,0.074,0.4,6.8,0.0,4.9,3.7,0.0,0.7,245.8
sweet potato canned,568,1.3,0.3,0.08,0.5,133.5,98.3,6.3,16.0,0.0,0.3,324.9
corn canned,49,0.6,0.032,0.1,0.2,11.1,3.3,1.6,1.4,0.0,0.2,14.834
peas carrots canned,97,0.7,0.1,0.052,0.3,21.6,7.2,5.5,8.4,0.0,0.7,36.729
crookneck squash canned,27,0.1,0.088,0.065,0.027,6.2,2.5,1.3,2.9,0.0,0.006,42.9
tomatoes canned,77,0.7,0.062,0.1,0.3,17.6,10.6,4.0,4.6,0.0,0.3,134.6
pimento canned,44,0.6,0.004,0.081,0.3,9.8,5.2,2.1,3.6,0.0,0.006,193.8
sweet green peppers canned,25,0.4,0.037,0.015,0.2,5.5,0.0,1.1,1.7,0.0,1.9,132.3
peas canned,57,0.8,0.1,0.021,0.4,9.5,0.0,3.5,0.0,0.0,0.2,13.89
chili peppers canned,29,0.4,0.013,0.053,0.2,6.4,0.0,1.0,2.4,0.0,0.6,109.5
green peppers canned,15,0.074,0.096,0.015,0.062,3.7,2.3,0.7,0.9,0.0,0.9,60.468
grape leaves canned,20,0.6,0.065,0.016,0.3,3.3,0.0,1.2,2.8,0.0,0.8,93.7
sauerkraut canned,27,0.2,0.023,0.056,0.01,6.1,2.5,1.3,4.1,0.0,0.9,12.078
beets canned,69,0.2,0.017,0.06,0.099,16.2,13.2,2.0,3.0,0.0,0.02,61.8
stewed tomatoes canned,66,0.5,0.078,0.058,0.2,15.8,9.0,2.3,2.6,0.0,0.6,21.684
tomato paste canned,215,1.2,0.3,0.2,0.4,49.5,31.9,11.3,10.7,0.0,2.1,232.2
bacon ranch salad mcdonalds,389,20.1,5.2,7.9,5.2,19.4,4.9,28.1,3.2,70.2,0.9,250.3
caesar salad with grilled chicken mcdonalds,201,5.6,3.0,1.5,0.6,11.3,4.8,29.1,3.3,71.0,0.6,271.9
caesar salad mcdonalds,94,4.4,2.5,1.0,0.3,9.1,4.4,6.8,3.4,10.7,0.2,238.2
vegetable salad,22,0.054,0.053,0.03,0.016,4.4,0.0,1.7,0.0,0.0,0.025,56.916
vegetable salad with chicken,70,1.5,0.4,0.5,0.4,2.5,0.0,11.6,0.0,47.9,0.1,52.69
potato salad,358,20.5,3.6,6.2,9.3,27.9,0.0,6.7,3.3,170.0,1.3,132.547
taco salad taco bell,906,48.9,15.9,21.2,4.0,80.5,0.0,35.7,16.0,101.3,1.9,696.9
iceberg lettuce,8,0.045,0.089,0.015,0.076,1.7,1.1,0.5,0.7,0.0,0.022,3.064
cornsalad,12,0.2,0.0,0.0,0.0,2.0,0.0,1.1,0.0,0.0,0.067,3.593
potato salad with egg,393,23.5,3.6,5.0,12.5,40.5,12.4,4.9,3.3,42.5,0.8,113.038
side salad mcdonalds,17,0.2,0.014,0.061,0.031,3.7,1.9,0.9,1.4,0.0,0.037,41.4
caesar salad with crispy chicken mcdonalds,349,16.4,4.3,6.5,4.7,19.2,4.5,25.7,3.4,55.6,0.7,285.9
grape apple salad with walnuts,191,8.2,1.1,1.4,5.3,25.6,20.3,3.5,3.6,1.6,0.087,119.357
vegetable salad with cheese egg,68,3.9,2.0,1.2,0.3,3.2,0.0,5.8,0.0,65.1,0.044,86.317
celtuce,1,0.088,0.0,0.0,0.0,0.3,0.0,0.071,0.1,0.0,0.094,5.255
arugula,5,0.1,0.029,0.015,0.057,0.7,0.4,0.5,0.3,0.0,0.018,36.9
vegetable salad with shrimp,71,1.7,0.4,0.5,0.3,4.4,0.0,9.7,0.0,119.5,0.3,61.8
coleslaw,292,18.9,3.1,5.1,10.2,28.4,23.3,1.8,3.6,7.6,0.4,53.118
shiitake mushrooms cooked,10,0.007,0.061,0.051,0.064,2.6,0.7,0.3,0.4,0.0,0.048,3.573
shiitake mushrooms raw,6,0.039,0.0,0.0,0.0,1.3,0.5,0.4,0.5,0.0,0.096,2.788
crimini mushrooms,1,0.018,0.054,0.014,0.025,0.3,0.1,0.2,0.064,0.0,0.086,0.681
mushrooms raw,15,0.2,0.052,0.0,0.1,2.3,1.4,2.2,0.7,0.0,0.053,9.4
portabella mushrooms grilled,35,0.7,0.023,0.021,0.3,5.4,2.7,4.0,2.7,0.0,0.047,13.4
maitake mushrooms,0,0.017,0.011,0.059,0.022,0.072,0.043,0.016,0.041,0.0,0.059,0.374
shiitake mushrooms dried,11,0.061,0.014,0.004,0.058,2.7,0.046,0.3,0.4,0.0,0.086,4.01
chanterelle mushrooms,2,0.063,0.0,0.0,0.0,0.4,0.076,0.033,0.2,0.0,0.028,0.757
cloud ear fungus dried,80,0.2,0.0,0.0,0.0,20.4,0.0,2.6,19.6,0.0,0.036,88.9
mushrooms cooked,44,0.7,0.05,0.004,0.3,8.3,3.7,3.4,3.4,0.0,0.011,16.7
pepeao dried,72,0.1,0.0,0.0,0.0,19.4,0.0,1.2,0.0,0.0,0.072,22.1
truffles,61,4.1,2.2,1.5,0.1,5.4,4.6,0.7,0.3,6.4,0.034,29.59
jews ear,25,0.095,0.0,0.0,0.0,6.7,0.0,0.5,0.0,0.0,0.027,24.249
enoki mushrooms,1,0.099,0.027,0.0,0.01,0.2,0.034,0.062,0.089,0.0,0.084,0.433
morel mushrooms,4,0.07,0.056,0.031,0.007,0.7,0.096,0.4,0.4,0.0,0.08,1.727
portabella mushrooms raw,19,0.3,0.036,0.016,0.1,3.3,2.2,1.8,1.1,0.0,0.014,9.4
oyster mushroom,5,0.035,0.016,0.039,0.099,0.9,0.2,0.5,0.3,0.0,0.098,1.804
